X,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Childress County,-36%,-20%,N/A,-26%,-41%,N/A
Clay County,-51%,N/A,N/A,-35%,-38%,N/A
Coke County,N/A,-30%,N/A,N/A,N/A,N/A
Coleman County,-48%,-19%,N/A,N/A,-35%,N/A
Collin County,-52%,-27%,-44%,-40%,-44%,+19%
Colorado County,-44%,-11%,N/A,-49%,-15%,N/A
Comal County,-49%,-22%,-70%,-33%,-38%,+16%
Comanche County,-28%,-29%,N/A,N/A,-40%,N/A
Cooke County,-42%,+0%,-38%,-47%,-31%,+15%
Coryell County,-32%,+0%,-14%,N/A,-32%,+13%
Crane County,-63%,-20%,N/A,N/A,-53%,N/A
Crockett County,-50%,-24%,N/A,N/A,N/A,N/A
Crosby County,N/A,-24%,N/A,N/A,-52%,N/A
Culberson County,-54%,N/A,N/A,-43%,N/A,N/A
Dallam County,-38%,-21%,N/A,N/A,-28%,N/A
Dallas County,-47%,-14%,-56%,-48%,-42%,+18%
Dawson County,-35%,-9%,N/A,N/A,-36%,N/A
DeWitt County,-38%,-27%,N/A,N/A,-25%,N/A
Deaf Smith County,-26%,-14%,N/A,-41%,-39%,N/A
Delta County,N/A,N/A,N/A,N/A,-42%,N/A
Denton County,-48%,-22%,-40%,-45%,-43%,+19%
Dimmit County,-31%,-24%,N/A,-38%,-49%,N/A
Donley County,N/A,N/A,N/A,-4%,N/A,N/A
Duval County,-46%,-30%,N/A,N/A,-53%,N/A
Eastland County,-42%,-12%,N/A,-38%,-14%,N/A
Ector County,-44%,-9%,N/A,-23%,-33%,+16%
El Paso County,-51%,-14%,-78%,-45%,-42%,+19%
Ellis County,-39%,-3%,-42%,-43%,-36%,+17%
Erath County,-43%,-34%,N/A,N/A,-24%,+10%
Falls County,-16%,-10%,N/A,N/A,-20%,N/A
Fannin County,-23%,-2%,N/A,N/A,-23%,+11%
Fayette County,-52%,-24%,N/A,-45%,-29%,N/A
Floyd County,N/A,N/A,N/A,N/A,-38%,N/A
Fort Bend County,-46%,-13%,-27%,-34%,-40%,+18%
Franklin County,-43%,-2%,N/A,-40%,-41%,N/A
Freestone County,-54%,-13%,N/A,-51%,-22%,N/A
Frio County,-25%,-30%,N/A,-52%,-22%,N/A
Gaines County,-33%,-8%,N/A,N/A,-17%,N/A
Galveston County,-43%,-2%,-53%,-54%,-37%,+15%
Garza County,-40%,-28%,N/A,N/A,N/A,N/A
Gillespie County,-63%,-32%,-78%,N/A,-37%,N/A
Goliad County,-54%,-54%,N/A,N/A,-43%,N/A
Gonzales County,-32%,-24%,-50%,N/A,-23%,N/A
Gray County,-47%,-27%,N/A,N/A,-32%,N/A
Grayson County,-43%,-11%,-35%,N/A,-33%,+15%
Gregg County,-46%,-11%,-30%,N/A,-32%,+14%
Grimes County,-28%,-5%,N/A,N/A,-29%,+0%
Guadalupe County,-40%,-12%,-42%,-47%,-38%,+16%
Hale County,-23%,+12%,N/A,N/A,-25%,+11%
Hall County,N/A,N/A,N/A,-20%,N/A,N/A
Hamilton County,-54%,-35%,N/A,N/A,-37%,N/A
Hardeman County,N/A,-24%,N/A,-21%,N/A,N/A
Hardin County,-30%,+5%,N/A,N/A,-31%,+23%
Harris County,-44%,-13%,-62%,-56%,-40%,+17%
Harrison County,-35%,+8%,-46%,N/A,-38%,+20%
Hartley County,N/A,+6%,N/A,N/A,N/A,N/A
Haskell County,-44%,-34%,N/A,N/A,N/A,N/A
Hays County,-48%,-15%,-44%,-31%,-37%,+17%
Henderson County,-33%,+7%,-29%,N/A,-28%,+13%
Hidalgo County,-57%,-30%,-73%,-61%,-40%,+21%
Hill County,-38%,-8%,-42%,-46%,-27%,+14%
Hockley County,-33%,-22%,N/A,N/A,-21%,-3%
Hood County,-40%,+32%,-60%,N/A,-29%,+17%
Hopkins County,-36%,+0%,N/A,-41%,-21%,+12%
Houston County,-30%,+4%,N/A,N/A,-19%,N/A
Howard County,-34%,-17%,N/A,-44%,-35%,+15%
Hunt County,-36%,-12%,-36%,-35%,-31%,+14%
Hutchinson County,-31%,-17%,N/A,N/A,-19%,N/A
Jack County,-67%,N/A,N/A,N/A,-43%,N/A
Jackson County,-35%,-16%,N/A,-51%,-23%,N/A
Jasper County,-24%,+0%,+15%,N/A,-21%,+6%
Jefferson County,-45%,-5%,-20%,-39%,-33%,+15%
Jim Hogg County,N/A,-47%,N/A,N/A,N/A,N/A
Jim Wells County,-28%,-1%,N/A,N/A,-31%,+15%
Johnson County,-35%,-12%,-28%,N/A,-34%,+15%
Jones County,-33%,-11%,N/A,N/A,-20%,N/A
Karnes County,-23%,-22%,N/A,-51%,-14%,N/A
Kaufman County,-40%,-14%,-49%,-34%,-34%,+17%
Kendall County,-45%,-19%,-56%,-43%,-38%,+14%
Kerr County,-39%,-14%,-45%,N/A,-28%,+18%
Kimble County,-51%,N/A,N/A,-30%,N/A,N/A
Kleberg County,-40%,-27%,-73%,-45%,-31%,+16%
La Salle County,-65%,-26%,N/A,-58%,N/A,N/A
Lamar County,-38%,-8%,N/A,-43%,-22%,+16%
Lamb County,-19%,-11%,N/A,N/A,-22%,N/A
Lampasas County,-42%,-31%,N/A,N/A,-30%,N/A
Lavaca County,-35%,-16%,N/A,N/A,-26%,N/A
Lee County,-42%,-41%,N/A,N/A,-27%,N/A
Leon County,-71%,-40%,-33%,-47%,-17%,N/A
Liberty County,-27%,+10%,N/A,-27%,-33%,+14%
Limestone County,-36%,-23%,N/A,N/A,-25%,N/A
Live Oak County,-73%,-36%,N/A,-59%,-34%,N/A
Llano County,-38%,-24%,-24%,N/A,-28%,N/A
Loving County,N/A,-49%,N/A,N/A,N/A,N/A
Lubbock County,-41%,-3%,+34%,-31%,-33%,+12%
Lynn County,N/A,N/A,N/A,N/A,-49%,N/A
Madison County,-43%,-59%,N/A,N/A,-24%,N/A
Marion County,-45%,-4%,N/A,N/A,-39%,N/A
Martin County,-33%,-14%,N/A,N/A,-50%,N/A
Matagorda County,-35%,-10%,-57%,N/A,-21%,+14%
Maverick County,-57%,-33%,-90%,-75%,-34%,+27%
McCulloch County,-37%,-22%,N/A,N/A,-39%,N/A
McLennan County,-46%,-14%,-31%,-42%,-36%,+14%
McMullen County,N/A,N/A,N/A,-65%,N/A,N/A
Medina County,-21%,+5%,-59%,-42%,-33%,+23%
Midland County,-50%,-15%,-43%,-36%,-32%,+16%
Milam County,-39%,-20%,N/A,N/A,-31%,N/A
Mitchell County,-50%,-23%,-70%,N/A,-33%,N/A
Montague County,-18%,-33%,N/A,N/A,-24%,N/A
Montgomery County,-44%,-7%,-33%,-41%,-38%,+15%
Moore County,-33%,-17%,N/A,-29%,+12%,-1%
Morris County,-32%,-10%,N/A,N/A,-20%,N/A
Nacogdoches County,-42%,-12%,-3%,-45%,-30%,+22%
Navarro County,-49%,+27%,-36%,-58%,-34%,+19%
Newton County,N/A,-2%,N/A,N/A,-53%,N/A
Nolan County,-35%,-12%,N/A,-37%,-20%,N/A
Nueces County,-43%,-9%,-37%,-42%,-36%,+14%
Ochiltree County,-41%,-14%,N/A,N/A,-33%,N/A
Oldham County,N/A,N/A,N/A,-13%,N/A,N/A
Orange County,-23%,+6%,-52%,-38%,-30%,+14%
Palo Pinto County,-25%,-3%,N/A,-50%,-29%,+8%
Panola County,-38%,-19%,N/A,-53%,-29%,N/A
Parker County,-39%,-6%,-41%,-42%,-34%,+14%
Parmer County,N/A,-4%,N/A,N/A,-21%,N/A
Pecos County,-39%,-28%,N/A,-30%,-31%,N/A
Polk County,-27%,+2%,-24%,-43%,-29%,+15%
Potter County,-45%,-3%,-4%,-25%,-27%,+11%
Presidio County,-52%,-42%,N/A,N/A,-60%,N/A
Rains County,-53%,-25%,N/A,N/A,-22%,N/A
Randall County,-36%,-4%,-37%,-25%,-30%,+11%
Reagan County,N/A,-22%,N/A,-46%,N/A,N/A
Real County,N/A,-38%,N/A,N/A,N/A,N/A
Red River County,-54%,+4%,N/A,N/A,-37%,N/A
Reeves County,-45%,-26%,N/A,-35%,-17%,N/A
Refugio County,-69%,-44%,N/A,-57%,-44%,N/A
Robertson County,-52%,-25%,N/A,-47%,-10%,N/A
Rockwall County,-46%,-10%,N/A,-40%,-38%,+26%
Runnels County,-25%,-17%,N/A,N/A,-37%,N/A
Rusk County,-24%,+6%,N/A,N/A,-20%,+19%
Sabine County,-35%,-2%,N/A,N/A,-40%,N/A
San Augustine County,-64%,-14%,N/A,N/A,-48%,N/A
San Jacinto County,-51%,+3%,-40%,N/A,-27%,+5%
San Patricio County,-32%,-13%,-44%,-32%,-27%,+13%
San Saba County,-32%,N/A,N/A,N/A,N/A,N/A
Scurry County,-26%,-20%,N/A,N/A,-26%,N/A
Shelby County,-46%,-19%,N/A,N/A,-21%,N/A
Sherman County,N/A,N/A,N/A,-25%,N/A,N/A
Smith County,-46%,-12%,-45%,-37%,-31%,+14%
Somervell County,-59%,-22%,N/A,N/A,-48%,N/A
Starr County,-42%,-20%,-68%,N/A,-26%,+28%
Stephens County,-34%,N/A,N/A,N/A,-39%,N/A
Sutton County,-66%,-27%,N/A,N/A,N/A,N/A
Swisher County,N/A,-2%,N/A,N/A,-38%,N/A
Tarrant County,-48%,-9%,-40%,-72%,-39%,+17%
Taylor County,-42%,-10%,-35%,-19%,-31%,+13%
Terry County,-30%,-27%,N/A,N/A,-14%,N/A
Titus County,-37%,+6%,N/A,N/A,-21%,+13%
Tom Green County,-51%,-13%,-50%,N/A,-33%,+14%
Travis County,-56%,-24%,-63%,-69%,-44%,+19%
Trinity County,-56%,-10%,N/A,N/A,-30%,N/A
Tyler County,-32%,+5%,N/A,N/A,-21%,N/A
Upshur County,-25%,+4%,N/A,N/A,-32%,+14%
Upton County,N/A,-25%,N/A,N/A,-49%,N/A
Uvalde County,-35%,-23%,-63%,N/A,-25%,N/A
Val Verde County,-48%,-21%,-35%,N/A,-27%,+24%
Van Zandt County,-44%,-13%,-29%,-44%,-28%,+17%
Victoria County,-47%,-18%,-63%,-40%,-33%,+15%
Walker County,-43%,-7%,-39%,-42%,-32%,+15%
Waller County,-48%,-5%,N/A,-36%,-32%,+26%
Ward County,-33%,-29%,N/A,+22%,-24%,N/A
Washington County,-34%,-14%,N/A,N/A,-28%,-2%
Webb County,-55%,-30%,-78%,-43%,-37%,+20%
Wharton County,-27%,-29%,N/A,-44%,-25%,+15%
Wheeler County,-41%,N/A,N/A,N/A,N/A,N/A
Wichita County,-44%,-9%,-17%,-33%,-34%,+14%
Wilbarger County,-23%,-15%,N/A,-40%,-16%,N/A
Willacy County,-58%,-38%,N/A,N/A,-26%,N/A
Williamson County,-51%,-21%,-52%,-53%,-42%,+18%
Wilson County,-30%,-42%,-40%,N/A,-32%,+24%
Winkler County,-30%,-32%,N/A,+0%,-20%,N/A
Wise County,-35%,-10%,-37%,-40%,-26%,+17%
Wood County,-33%,-1%,N/A,N/A,-28%,+17%
Yoakum County,-34%,-12%,N/A,N/A,-51%,N/A
Young County,-60%,+43%,N/A,N/A,-34%,N/A
Zapata County,-55%,-30%,N/A,N/A,-49%,N/A
